[AddictionAndRecovery; inCodeSet; _CategoryCodeSet_Services_Main]
[Pediatrics (Esperanza Health Center); ratingValue; 3.7]
[Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention); ratingValue; 0]
[Food Pantry (Mount Vernon Manor Community Development Corporation); ratingValue; 5]
[Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice); ratingValue; 4.4]
[Substance Use Disorder Treatment (ETHOS Treatment, LLC); ratingValue; 0]
[Free Produce Markets No.2 (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Opioid Treatment Program (Northeast Treatment Centers, Inc,); ratingValue; 0]
[Mental Health Services (Cognitive Behavioral Services); ratingValue; 2.9]
[Therapy Services (Harmony Professional Counseling); ratingValue; 2.6]
[Philadelphia Mental Health Non-Emergency Hotline (Community Behavioral Health); ratingValue; 2.3]
[Breastfeeding Support (Congreso De Latinos Unidos, Inc.); ratingValue; 4.3]
[Diabetes Management (Puentes De Salud)%A; ratingValue; 4.7]
[Food Pantry (Centre D'Adoration Chretienne); ratingValue; 4.6]
[Outpatient Treatment at The Welcome Center (COMHAR, Inc.); ratingValue; 0]
[Food Pantry (Rock Ministries of Philadelphia); ratingValue; 4.6]
[Food Pantry (Upper Room Missionary Baptist Church); ratingValue; 4.6]
[Counseling Program (Feast of Justice); ratingValue; 4.6]
[Children's Outpatient Services COS (Community Council Health Systems); ratingValue; 3.7]
[Jane Addams Place (Lutheran Settlement House); ratingValue; 3.9]
[Intensive Outpatient Program (Casa de Consejeria); ratingValue; 4.3]
[Adult Inpatient Mental Health Services (Belmont Behavioral Health System); ratingValue; 2.2]
[Fresh Start and Quads Housing (Methodist Services); ratingValue; 4.2]
[Food Pantry (Philadelphia Episcopal Cathedral); ratingValue; 4.8]
[Various Community Events & Programs (Conquerors Community Development Corporation); ratingValue; 0]
[Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc); ratingValue; 4]
[Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience); ratingValue; 4.4]
[Halfway House-2B (Self Help Movement); ratingValue; 4.5]
[RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania); ratingValue; 3.2]
[AIDS Program HAP - Medical Case Management (Family Service Association of Bucks County)_4724425396060160; ratingValue; 0]
[Behavioral Health Services program (Juvenile Justice Center of Philadephia); ratingValue; 4.1]
[Mental Health Peer Support (Merakey - Pennsylvania)_v2; ratingValue; 0]
[Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.); ratingValue; 4]
[Second Helping Emergency Food Cupboard (Bebashi); ratingValue; 4.4]
[Food Pantry (The Common Place); ratingValue; 4.6]
[Psychosis Treatment (University of Pennsylvania - Perelman School of Medicine - Psychosis Evaluation & Recovery Center); ratingValue; 0]
[Parent-Child Interaction Therapy PCIT (Intercommunity Action, Inc. Interact); ratingValue; 2.8]
[My Brother's House (Bethesda Project); ratingValue; 4.2]
[Food Pantry (Annie's Kitchen Food Cupboard); ratingValue; 4.9]
[Free Produce Markets No.1 (Children's Hospital of Philadelphia); ratingValue; 4.1]
[ Co-Occurring Residential Services (Gaudenzia)_6149967672508416; ratingValue; 0]
[Food Pantry (Holy Innocents Parish); ratingValue; 4.7]
[Emergency Shelter (HELP USA Pennsylvania); ratingValue; 0]
[Case Management & Recovery Coaching (Merakey - Pennsylvania); ratingValue; 4]
[Community Integrated Recovery Center (CIRC) at Packer (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Individual Counseling (Women In Transition); ratingValue; 4.9]
[Free Veteran Service Dog (Alpha Bravo Canine); ratingValue; 0]
[Children and Adolescent Behavioral Health Rehabilitation Services (WES Health System); ratingValue; 2.7]
[PEACE Psychosis Education, Assessment, Care and Empowerment (Horizon House); ratingValue; 2.2]
[Behavioral Health Rehabilitation Service BHRS (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Youth Services (Covenant House Pennsylvania); ratingValue; 3.8]
[Drive To End Hunger Ministry (Pinn Memorial Baptist Church); ratingValue; 4.4]
[Crisis Care Services (Covenant House); ratingValue; 3.7]
[Child & Adolescent Services (Springfield Psychological); ratingValue; 2.8]
[Anti-Violence Network)_5736693051949056; ratingValue; 4.3]
[Center for Brief Therapy (Philadelphia College of Osteopathic Medicine PCOM Healthcare Centers); ratingValue; 0]
[Social Services Program (Salvation Army Eastern Pennsylvania & Delaware); ratingValue; 4.1]
[Mental Health Outpatient Services (Wedge Recovery Center); ratingValue; 0]
[Maternal Addiction Treatment, Education and Research MATER - Family Center (Jefferson Health); ratingValue; 0]
[Community Fridges (South Philadelphia Community Fridge); ratingValue; 4.8]
[Behavioral Health Rehabilitation Services (Child Guidance Resource Centers); ratingValue; 5]
[Outpatient Mental Health Care (Belmont Behavioral Health System); ratingValue; 3.3]
[Mental Health & Substance Abuse program (Pathways to Housing PA PTHPA); ratingValue; 4.3]
[Preschool Family Intervention Program PFI (Community Council Health Systems); ratingValue; 3.7]
[Older Adult and Senior Counseling (Jewish Family and Children's Service of Greater Philadelphia); ratingValue; 0]
[Food Pantry (Turning Points for Children); ratingValue; 3]
[Center for Brief Therapy (Philadelphia College of Osteopathic Medicine Healthcare Centers); ratingValue; 4.7]
[Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center); ratingValue; 4.3]
[Community Choice Cupboard (Feast of Justice); ratingValue; 4.6]
[Food Pantry (The House of the Good Shepard Food Pantry); ratingValue; 5]
[Resource Fair (The Simple Way); ratingValue; 4.6]
[Greenridge Counseling Center (Intercommunity Action, Inc. Interact); ratingValue; 2.5]
[Food Pantry (St Michaels Lutheran Church - Kensington); ratingValue; 4.7]
[Wrap Around Services Behavioral Health Rehabilitation Services (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Greater Philadelphia Association For Recovery Education (Greater Philadelphia Association For Recovery Education); ratingValue; 0]
[Assertive Community Treatment (Horizon House); ratingValue; 0]
[Food Pantry (The Salvation Army West Philadelphia Corps Community Center); ratingValue; 3.5]
[Youth Care Team (Philadelphia Department of Health); ratingValue; 1.7]
[Latina Domestic Violence Program LDVP (Congreso de Latinos Unidos, Inc.); ratingValue; 4.3]
[Miracles In Progress (The Behavioral Wellness Center at Girard); ratingValue; 3.5]
[Food Baskets (St. Barbara's Roman Catholic Church); ratingValue; 4.4]
[Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)_v1; ratingValue; 0]
[Counseling (Feast of Justice); ratingValue; 4.6]
[Philadelphia Vet Center NE (U.S. Department of Veterans Affairs); ratingValue; 4.7]
[Integrated Services Supporting Independence ISSI (Volunteers of America Delaware Valley); ratingValue; 5]
[Food Pantry (Berean Presbyterian Care Closet); ratingValue; 0]
[Autism Services (Intercommunity Action, Inc.); ratingValue; 0]
[VHA Medical Centers (US Department of Veterans Affairs VA - Veterans Health Administration VHA); ratingValue; 3.5]
[MATES (Mobile Assessment Treatment and Evaluation Services) (WES Health System)_5341377346142208; ratingValue; 3]
[Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase); ratingValue; 4.8]
[Vivian's Cupboard Food Bank (Mazzoni Center); ratingValue; 4.6]
[Food Pantry (Bless Philadelphia); ratingValue; 5]
[Family Self-Sufficiency Program (ACHIEVEability); ratingValue; 4.2]
[Behavioral Health Rehabilitation Services BHRS (Bethanna); ratingValue; 3]
[Behavioral Health Services (Dr. Robin Lowey & Associates LLC); ratingValue; 4]
[Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House); ratingValue; 4.7]
[Psychology Training Clinic (La Salle University - Community Center for Counseling and Psychological Services); ratingValue; 0]
[Family Support Services (Philadelphia Family Voices); ratingValue; 0]
[Food Distribution (The Greater Philadelphia Community Alliance); ratingValue; 4.4]
[Counseling Services (Estadt Psychological Services); ratingValue; 0]
[Men's Shelter (The Veterans Group); ratingValue; 0]
[Outpatient Program (The Center for Autism); ratingValue; 0]
[Mental Health Services (Mazzoni Center); ratingValue; 0]
[Food Pantry (St. Barbara's Roman Catholic Church); ratingValue; 4.4]
[Siloam Food Pantry (Siloam Wellness); ratingValue; 5]
[Food Pantry (Star of Hope Baptist Church); ratingValue; 4.5]
[Children's Mental Health Crisis Services (Philadelphia Children's Crisis Response Center); ratingValue; 1.6]
[Mobile Mental Health Services (Philadelphia Mental Health Center); ratingValue; 2.9]
[Men's Shelter (Philly House); ratingValue; 3.5]
[Community Services Division (CORA Services); ratingValue; 4.4]
[Food Assistance and Relief (Jewish Relief Agency); ratingValue; 4.7]
[Camp Achieve (Epilepsy Foundation Eastern Pennsylvania); ratingValue; 4.4]
[Achievement through Counseling and Treatment ACT (JEVS Human Services); ratingValue; 0]
[Food Pantry (Oxford Circle Christian Community Development Association); ratingValue; 4.4]
[Mental Health Treatment (CORA Services); ratingValue; 4.4]
[Hall Mercer Crisis Response Center at Pennsylvania Hospital Adults (University of Pennsylvania Perelman School of Medicine); ratingValue; 2.1]
[AIDS Care (Family Practice & Counseling Network)_5279726148124672; ratingValue; 0]
[Food Pantry (The Salvation Army of Greater Philadelphia); ratingValue; 0]
[Drug & Alcohol Detox (Livengrin Foundation); ratingValue; 3.4]
[Recovery Support Services RSS (Council of Southeast Pennsylvania, Inc.); ratingValue; 4.5]
[Helping Hands For The Hungry (Saint Cyprian Church); ratingValue; 3.3]
[Inpatient and Halfway House Services (Gaudenzia); ratingValue; 4.5]
[Rising Sun Health Center (Public Health Management Corporation); ratingValue; 2.8]
[East Division Crime Victim Advocacy Project (Congreso De Latinos Unidos, Inc.); ratingValue; 4.3]
[Food Pantries (Salvation Army Eastern Pennsylvania & Delaware); ratingValue; 4.6]
[Crossroads Treatment Center of Philadelphia (ARS Treatment Centers, P.C.); ratingValue; 4.6]
[Food Pantry (Community of Compassion CDC); ratingValue; 4.5]
[Food Pantry (Mizpah Seventh Day Adventist Church); ratingValue; 4.7]
[Outpatient Program (Citizens Acting Together Can Help, Inc.); ratingValue; 3.1]
[Overnight Services (Horizon House); ratingValue; 0]
[Counseling Services (Rebecca Asch, MA, ATR-BC, LPC); ratingValue; 0]
[Human Services (African Family Health Organization AFAHO); ratingValue; 0]
[Pediatric Illness Support Network (Chai-Life Line); ratingValue; 0]
[Recovery Housing Program (Public Health Management Corporation); ratingValue; 3.5]
[Wraparound Services (Northwest Victim Services); ratingValue; 5]
[AIDS Prevention (Public Health Management Corporation)_6374267037941760; ratingValue; 3.3]
[Free Virtual Learning Resources (Kinney Center for Austism Education and Support); ratingValue; 0]
[Transitional Living Facility (Self Help Movement); ratingValue; 4.5]
[Mother Baby Connections (Drexel University); ratingValue; 0]
[Jane Addams Place (Lutheran Settlement House); ratingValue; 3.6]
[Residential Therapeutic Community (Men and Women for Human Excellence, Inc.); ratingValue; 3.7]
[Food Pantry (Freedom Christian Bible Fellowship); ratingValue; 4.9]
[Mental Health Counseling (Philip Jaisohn Memorial Foundation); ratingValue; 0]
[Social Services Program (Salvation Army Eastern Pennsylvania and Delaware)_v2; ratingValue; 3.5]
[Food and Clothing Pantry (Calvary Baptist Church); ratingValue; 4.6]
[Child and Family Behavioral Health Services Outpatient (University of Pennsylvania Perelman School of Medicine); ratingValue; 2.1]
[Veterans Services (Vietnam Veterans Of America - Pennsylvania); ratingValue; 0]
[Behavioral Health (The Health Annex); ratingValue; 2.3]
[Social Services Program (Salvation Army Eastern Pennsylvania and Delaware)_v2; ratingValue; 4.1]
[My SISTAS Resource Hub (Mady's Hands); ratingValue; 0]
[Medical Case Management (Action Wellness); ratingValue; 0]
[Children's Behavioral Health Outpatient Program (The Consortium, Inc.); ratingValue; 0]
[Recovery Services (Rogers Behavioral Health); ratingValue; 2.7]
[Housing First Treatment Teams and the Housing First Model (Horizon House); ratingValue; 0]
[Let's Eat Program (Philabundance); ratingValue; 4.6]
[Adult Behavioral Health Inpatient Treatment (Friends Hospital); ratingValue; 1.8]
[Outpatient Mental Health Services (Gemma Services); ratingValue; 4.2]
[Maria de los Santos Health Center (Delaware Valley Community Health, Inc.); ratingValue; 2.3]
[Border Shelter Network and Call Center (Church World Service Inc); ratingValue; 2.4]
[Breaking Bread on Broad (Congregation Rodeph Shalo); ratingValue; 4.7]
[Outpatient Behavioral Health (Tower Health - Tower-Drexel Academic Medical Group)_v2%A; ratingValue; 3.3]
[Counseling Services (Antonia Cianfrani, MA, ATR-BC, LPC); ratingValue; 0]
[Food Cupboard (Germantown Avenue Crisis Ministry); ratingValue; 4.3]
[Drug and Alcohol Services (Child Guidance Resource Centers); conditionsOfAccess; "Must have Medical Assistance (Medicaid).', 'This program helps people who are 13 to 19 years old."]
[Adult Psychological Services (Equilibria Psychological and Consultation Services); conditionsOfAccess; ""]
[Food Pantry (The Common Place); conditionsOfAccess; "Anyone can access this program."]
[Food Pantry (Salvation Army Philadelphia Roxborough Corps); conditionsOfAccess; "Anyone can access this program."]
[Emergency Shelter (Gaudenzia); conditionsOfAccess; ""]
[Center for Brief Therapy (Philadelphia College of Osteopathic Medicine Healthcare Centers); conditionsOfAccess; "This program serves children, adolescents, adults and older adults with emotional and behavioral problems, as well as difficulties related to medical problems."]
[Behavioral Health (The Health Annex); conditionsOfAccess; "Must have Medicare or Medicaid for reduced cost services."]
[New Pathways Project (Public Health Management Corporation); conditionsOfAccess; "This program serves men and women seeking help with their drug and alcohol related problems."]
[Individual Therapy for Adults (Inner Balance Psychology Center, LLC)%A; conditionsOfAccess; "This program helps people who are older than 17 years old.', 'Must have Medicare."]
[Child & Adolescent Services (Springfield Psychological); conditionsOfAccess; "This program serves children, teens, and their families."]
[Code Blue (Project HOME); conditionsOfAccess; "This program serves homeless individuals."]
[Miracles In Progress (The Behavioral Wellness Center at Girard); conditionsOfAccess; ""]
[Residential Rehabilitation Program (The Kirkbride Center); conditionsOfAccess; "Must have Medicaid."]
[Manna Pantry (Bethel Temple Community Bible Church); conditionsOfAccess; "Anyone can access this program."]
[Cooling Centers (City of Philadelphia - Office of Emergency Management); conditionsOfAccess; "Anyone can access this program."]
